%;noise
14_14;0.02
14_5_15;0.05
14_15;0.1
14_16;0.5
14_17;0.5
15_5_14;0.1
15_5_15;0.2
15_15;0.2
15_16;0.5
15_17;0.5
16_5_15;1
16_5_16;1
16_16;1
16_17;1
17_5_16;2
17_17;2
