%T1 gen;T2;N1;N2;FWHM1;FWHM2;s1;s2;T1 fitted;upper;lower;T2 fitted;upper;lower;N1 fitted;upper;lower;N2 fitted;upper;lower;FWHM1;upper;lower;FWHM2;upper;lower;s1;upper;lower;s2;upper;lower;chi;Tsingle;upper;lower;Nsingle;upper;lower;FWHMsingle;upper;lower;ssingle;upper;lower;chisingle
250;100;1.00E+16;1.00E+14;2;7;0.7;0.7;97;142;22;107;1.18E+02;3.10E+01;2.30E+11;1.30E+11;1.80E+11;8.20E+10;4.80E+10;5.40E+10;2.10E+00;1.16E+00;5.99E-01;6.52E+00;1.80E-01;2.84E+00;4.50E-01;2.60E-01;3.00E-02;1.30E+00;0.00E+00;5.20E-01;1.49E-05;95;157;19;1.45E+11;7.27E+10;1.05E+11;3.13E+00;6.30E-01;1.41E+00;1.30E+00;0.00E+00;6.00E-01;1.84E-05
250;100;1.00E+16;1.00E+15;2;7;0.7;0.7;100;142;22;80;118;30;9.70E+11;3.50E+11;8.30E+11;7.44E+11;4.90E+11;6.20E+11;2.07E+00;1.18E+00;5.80E-01;7.55E+00;2.50E-01;2.89E+00;1.16E+00;3.00E-02;4.10E-01;1.30E+00;1.00E-02;5.00E-01;1.90E-03;87;156;18;1.46E+12;5.30E+11;1.23E+12;2.98E+00;7.00E-01;1.27E+00;1.30E+00;0.00E+00;5.90E-01;0.0024
250;100;1.00E+16;1.00E+16;2;7;0.7;0.7;84;191;10;98;109;36;1.33E+13;5.40E+12;7.60E+12;1.17E+13;4.45E+12;8.40E+12;2.23E+00;1.01E+00;7.10E-01;7.99E+00;1.00E-02;4.33E+00;1.28E+00;1.00E-02;4.20E-01;1.29E+00;1.00E-02;5.00E-01;0.49;82;237;55;2.17E+13;6.80E+12;1.10E+13;3.13E+00;2.60E+00;5.40E-01;1.29E+00;0.00E+00;6.70E-01;0.59
250;100;1.00E+16;1.00E+17;2;7;0.7;0.7;342;211;49;109;49;59;1.70E+10;0.00E+00;3.03E+09;5.13E+14;1.32E+15;5.03E+14;3.51E+00;1.81E+00;1.76E+00;7.98E+00;2.00E-02;2.11E+00;1.21E+00;0.00E+00;6.30E-01;1.24E+00;0.00E+00;9.40E-01;138;97;50;47;1.69E+15;2.88E+16;1.60E+15;7.98;0.01;2.12;0.43;0.08;0.13;131
